MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
1554,Asatte no Houkou.,7.07,"Supernatural, Drama",Living for the Day After Tomorrow,あさっての方向。,TV,12,"Oct 6, 2006 to Dec 22, 2006",Fall 2006,"Bandai Visual, Lantis, TBS, Mag Garden",Sentai Filmworks,J.C.Staff,Manga,25 min. per ep.,PG-13 - Teens 13 or older,3321.0,3499,21891,43,687,11549,851,930,7874,470.0,913.0,2123.0,2977.0,1708.0,804.0,280.0,100.0,54.0,36.0
1555,Tokimeki Memorial: Only Love,7.07,"Comedy, Harem, Romance, School",Tokimeki Memorial,ときめきメモリアル Only Love,TV,25,"Oct 3, 2006 to Apr 3, 2007",Fall 2006,Konami,Unknown,"Studio Pierrot, AIC ASTA",Game,24 min. per ep.,PG-13 - Teens 13 or older,3342.0,2820,32936,101,1672,17630,1449,1747,10438,941.0,1473.0,3133.0,4070.0,2352.0,1298.0,519.0,228.0,125.0,81.0
1556,Kikoushi Enma,7.13,"Horror, Demons, Supernatural, Magic, Ecchi, Fantasy, Seinen",Demon Prince Enma,鬼公子　炎魔,OVA,4,"Aug 24, 2006 to Mar 23, 2007",Unknown,Bandai Visual,"Bandai Entertainment, Bandai Visual USA",Brain's Base,Manga,40 min. per ep.,R+ - Mild Nudity,3093.0,3880,17516,46,665,7869,428,401,8153,367.0,721.0,1619.0,1797.0,967.0,496.0,232.0,69.0,25.0,30.0
1557,Shounen Onmyouji,7.59,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo",Shonen Onmyoji,少年陰陽師,TV,26,"Oct 3, 2006 to Mar 13, 2007",Fall 2006,"Sotsu, Marine Entertainment","Funimation, Geneon Entertainment USA",Studio Deen,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1298.0,2293,48538,307,3025,22739,2497,2264,18013,1747.0,2729.0,4962.0,5073.0,2246.0,981.0,274.0,100.0,50.0,39.0
1558,Yarima Queen,6.07,"Comedy, Demons, Fantasy, Hentai, Magic, Parody",Sex Demon Queen,ヤーリマクィーン,OVA,1,"Jun 25, 2000",Unknown,"AIC, Green Bunny","Media Blasters, NYAV Post",Unknown,Unknown,30 min.,Rx - Hentai,Unknown,7556,3342,19,166,2070,92,121,893,88.0,85.0,180.0,310.0,305.0,193.0,116.0,75.0,62.0,44.0
1559,Shijou Saikyou no Deshi Kenichi,8.11,"Action, Comedy, Martial Arts, School, Shounen",KenIchi:The Mightiest Disciple,史上最強の弟子 ケンイチ,TV,50,"Oct 7, 2006 to Sep 30, 2007",Fall 2006,"TV Tokyo, Tokyo Movie Shinsha, Shogakukan","Funimation, Discotek Media",TMS Entertainment,Manga,25 min. per ep.,PG-13 - Teens 13 or older,397.0,597,242355,3420,12707,165628,7859,6584,49577,20334.0,31393.0,40347.0,24882.0,8601.0,3525.0,1099.0,397.0,230.0,228.0
1560,Choujin Gakuen Gowcaizer: The Voltage Fighters,5.05,"Action, Sci-Fi, Ecchi, Martial Arts, Shounen",Voltage Fighter Gowcaizer,超人学園ゴウカイザー　ＴＨＥ　ＶＯＬＴＡＧＥ　ＦＩＧＨＴＥＲＳ,OVA,3,"Sep 27, 1996 to Jan 31, 1997",Unknown,GAGA,Central Park Media,J.C.Staff,Game,30 min. per ep.,R+ - Mild Nudity,10556.0,7773,3059,4,139,1555,75,102,1188,39.0,31.0,66.0,157.0,211.0,194.0,189.0,136.0,108.0,65.0
1561,Lovedol: Lovely Idol,6.18,Music,Lovely Idol,らぶドル～Lovely Idol～,TV,12,"Oct 3, 2006 to Dec 19, 2006",Fall 2006,"AIC, Pony Canyon Enterprise",Unknown,TNK,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,7462.0,5529,7457,10,333,3288,336,636,2864,136.0,138.0,336.0,556.0,563.0,466.0,246.0,106.0,83.0,54.0
1562,Yamato Nadeshiko Shichihenge♥,7.76,"Comedy, Shoujo",The Seven Metamorphoses of Yamato Nadeshiko,ヤマトナデシコ七変化♥,TV,25,"Oct 4, 2006 to Mar 28, 2007",Fall 2006,Unknown,"ADV Films, Funimation",Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,902.0,1104,133452,2464,6158,87812,5333,6588,27561,10339.0,13246.0,18297.0,15769.0,7275.0,3639.0,1626.0,606.0,374.0,296.0
1563,Magic Knight Rayearth II,7.52,"Adventure, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",Magic Knight Rayearth II,魔法騎士（マジックナイト）レイアース II,TV,29,"Apr 10, 1995 to Nov 27, 1995",Spring 1995,Unknown,"Media Blasters, Discotek Media",TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1525.0,3155,26978,160,712,19168,792,569,5737,1468.0,2165.0,3784.0,3867.0,1770.0,761.0,236.0,85.0,33.0,26.0
1564,Pokemon Advanced Generation,7.09,"Action, Adventure, Comedy, Kids, Fantasy",Pokemon:Advanced,ポケットモンスター　アドバンスジェネレーション,TV,192,"Nov 21, 2002 to Sep 14, 2006",Fall 2002,"TV Tokyo, Shogakukan-Shueisha Productions, TV Tokyo Music, Studio Jack","VIZ Media, 4Kids Entertainment, The Pokemon Company International",OLM,Game,24 min. per ep.,PG - Children,3225.0,1066,139284,451,3138,118317,3469,6063,8297,6487.0,7962.0,17923.0,28177.0,15632.0,7768.0,2382.0,822.0,334.0,237.0
1565,Pokemon Diamond & Pearl,7.2,"Action, Adventure, Comedy, Kids, Fantasy",Unknown,ポケットモンスター ダイヤモンド&パール,TV,191,"Sep 28, 2006 to Sep 9, 2010",Fall 2006,"TV Tokyo, Shogakukan-Shueisha Productions, SoftX, Nintendo, Studio Jack","VIZ Media, The Pokemon Company International",OLM,Game,23 min. per ep.,PG - Children,2783.0,1371,102618,407,3335,82106,3476,6179,7522,5166.0,6673.0,14009.0,19504.0,10334.0,5274.0,1724.0,676.0,309.0,198.0
1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,8.14,"Military, Sci-Fi, Mystery, Police, Mecha, Seinen",Ghost in the Shell:Stand Alone Complex - Solid State Society,攻殻機動隊 STAND ALONE COMPLEX Solid State Society,Special,1,"Sep 1, 2006",Unknown,"Bandai Visual, Dentsu, Victor Entertainment, Nippon Television Network","Bandai Entertainment, Manga Entertainment",Production I.G,Manga,1 hr. 48 min.,R - 17+ (violence & profanity),376.0,1584,85769,268,1484,56925,892,364,26104,5766.0,10416.0,14510.0,7737.0,2129.0,712.0,159.0,82.0,34.0,77.0
1567,Kaitou Saint Tail,7.55,"Adventure, Magic, Romance, Shoujo",Mysterious Thief Saint Tail,怪盗セイント・テール,TV,43,"Oct 12, 1995 to Sep 12, 1996",Fall 1995,"Dentsu, Tokyo Movie Shinsha, Asahi Broadcasting",Tokyopop,TMS Entertainment,Manga,22 min. per ep.,G - All Ages,1431.0,4113,15533,175,775,7881,874,735,5268,697.0,801.0,1541.0,1754.0,851.0,353.0,83.0,25.0,9.0,15.0
1568,Sumomomo Momomo: Chijou Saikyou no Yome,6.91,"Action, Comedy, Romance, Martial Arts, Seinen",Unknown,すもももももも〜地上最強のヨメ〜,TV,22,"Oct 6, 2006 to Mar 16, 2007",Fall 2006,"TV Asahi, Square Enix, Lantis, Movic",Unknown,Studio Hibari,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3998.0,2186,53105,82,3423,26418,2651,3602,17011,1041.0,1896.0,4321.0,6351.0,4101.0,2099.0,938.0,400.0,234.0,165.0
1569,Otome wa Boku ni Koishiteru,7.06,"Comedy, Drama, Romance, School",Otoboku:Maidens are Falling for Me!,乙女は僕に恋してる,TV,12,"Oct 8, 2006 to Dec 24, 2006",Fall 2006,"Starchild Records, Dream Force, GANSIS",Media Blasters,feel.,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,3403.0,2106,55764,187,2383,31033,1789,2312,18247,1462.0,2549.0,5350.0,7176.0,4106.0,2165.0,852.0,344.0,172.0,139.0
1570,Happiness!,6.41,"Comedy, Harem, Magic, Romance, School",Happiness!,はぴねす！,TV,12,"Oct 6, 2006 to Dec 22, 2006",Fall 2006,Delfi Sound,Maiden Japan,Artland,Visual novel,25 min. per ep.,PG-13 - Teens 13 or older,6361.0,2865,32261,53,1374,19044,1221,1874,8748,582.0,856.0,2058.0,3890.0,3325.0,2270.0,968.0,430.0,245.0,161.0
1571,Ghost Hunt,7.81,"Mystery, Comedy, Horror, Supernatural, Shoujo",Ghost Hunt,ゴーストハント,TV,25,"Oct 4, 2006 to Mar 28, 2007",Fall 2006,"TV Tokyo, Avex Entertainment, Marvelous, Delfi Sound",Funimation,J.C.Staff,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,811.0,766,194354,3014,8115,107324,7112,6964,64839,11328.0,16683.0,24977.0,20383.0,8600.0,4079.0,1375.0,509.0,203.0,235.0
1572,Jungle Taitei,6.56,"Adventure, Kids, Shounen",Kimba the White Lion,ジャングル大帝,TV,52,"Oct 6, 1965 to Sep 28, 1966",Fall 1965,Unknown,"Nozomi Entertainment, Media Blasters",Mushi Production,Manga,25 min. per ep.,G - All Ages,5569.0,5999,6059,14,249,2916,385,550,1959,127.0,136.0,331.0,604.0,571.0,332.0,120.0,49.0,21.0,26.0
1573,Kishin Douji Zenki,6.98,"Action, Comedy, Drama, Ecchi, Fantasy, Horror, Magic, Shounen",Zenki,鬼神童子ZENKI,TV,51,"Jan 9, 1995 to Dec 25, 1995",Winter 1995,"TV Tokyo, Kitty Films, Yomiuri Advertising, K-Factory",Media Blasters,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3724.0,4757,10873,37,619,5390,647,773,3444,272.0,373.0,917.0,1428.0,761.0,443.0,158.0,67.0,33.0,23.0
1574,Get Ride! AMDriver,6.26,"Adventure, Mecha, Sci-Fi, Shounen",Unknown,Get Ride! アムドライバー,TV,51,"Apr 5, 2004 to Mar 28, 2005",Spring 2004,Nihon Ad Systems,Unknown,Studio Deen,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,7070.0,9391,1613,9,88,322,131,158,914,30.0,12.0,31.0,73.0,54.0,54.0,25.0,7.0,4.0,4.0
1575,Code Geass: Hangyaku no Lelouch,8.72,"Action, Military, Sci-Fi, Super Power, Drama, Mecha, School",Code Geass:Lelouch of the Rebellion,コードギアス 反逆のルルーシュ,TV,25,"Oct 6, 2006 to Jul 29, 2007",Fall 2006,"Bandai Visual, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment",Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),39.0,15,1583882,90487,69924,1209288,40874,30864,232932,326710.0,309688.0,213516.0,93305.0,31697.0,14686.0,7065.0,3100.0,1630.0,2621.0
1576,Bakumatsu Kikansetsu Irohanihoheto,7.13,"Action, Drama, Historical, Samurai",Intrigue in the Bakumatsu:Irohanihoheto,幕末機関説 いろはにほへと,ONA,26,"Oct 6, 2006 to Apr 6, 2007",Unknown,Bandai Visual,Sentai Filmworks,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,3076.0,2715,35440,131,2391,12549,2662,2234,15604,690.0,1248.0,2710.0,3571.0,1931.0,1033.0,364.0,144.0,83.0,43.0
1577,Taiho Shichau zo,7.46,"Action, Comedy, Police, Seinen",You're Under Arrest,逮捕しちゃうぞ,OVA,4,"Sep 24, 1994 to Nov 25, 1995",Unknown,"Bandai Visual, TBS, Kodansha, Marubeni",AnimEigo,Studio Deen,Manga,30 min. per ep.,PG-13 - Teens 13 or older,1714.0,3883,17518,64,696,7733,406,253,8430,342.0,761.0,1836.0,1844.0,680.0,252.0,59.0,23.0,7.0,10.0
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,6.88,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",Loving Angel Angelique:When Hearts Awaken,恋する天使アンジェリーク　～心のめざめる時～,TV,13,"Jul 8, 2006 to Sep 30, 2006",Summer 2006,"Lantis, Media Factory, Koei",Unknown,Satelight,Game,23 min. per ep.,PG-13 - Teens 13 or older,4122.0,4911,9976,25,525,4511,330,448,4162,242.0,314.0,601.0,908.0,610.0,385.0,125.0,59.0,39.0,24.0
1579,Kiniro no Corda: Primo Passo,7.48,"Harem, Music, Comedy, Drama, Magic, Romance, School, Shoujo",La corda d'oro:primo passo,金色のコルダ ～primo passo～,TV,25,"Oct 2, 2006 to Mar 26, 2007",Fall 2006,"Aniplex, Hakusensha, Koei, TYO",Sentai Filmworks,Yumeta Company,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,1639.0,1570,86443,1142,3267,58150,2812,3698,18516,5097.0,6685.0,10505.0,11298.0,6150.0,3116.0,1026.0,387.0,199.0,153.0
1580,Mouryou Senki Madara,6.12,"Adventure, Demons, Supernatural, Shounen",Madara,魍魎戦記 MADARA[摩陀羅],OVA,2,"Mar 20, 1991 to Dec 20, 1991",Unknown,Bandai Visual,Media Blasters,"Studio Fantasia, animate Film",Manga,1 hr. per ep.,PG-13 - Teens 13 or older,7706.0,9223,1720,6,73,775,37,59,776,18.0,16.0,68.0,147.0,158.0,118.0,40.0,15.0,13.0,9.0
1581,Gift: Eternal Rainbow,6.63,"Comedy, Drama, Harem, Magic, Romance, School",Unknown,ギフト～ eternal rainbow,TV,12,"Oct 6, 2006 to Dec 22, 2006",Fall 2006,Studio Jack,Unknown,OLM,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,5257.0,3052,28636,30,1099,17101,882,1302,8252,633.0,912.0,2102.0,3614.0,2644.0,1611.0,734.0,326.0,165.0,132.0
1582,Submarine 707R,6.28,"Action, Adventure, Military, Sci-Fi",Submarine 707R,サブマリン707R,OVA,2,"Sep 26, 2003 to Apr 28, 2004",Unknown,"Aniplex, Group TAC, Sony Music Entertainment",Geneon Entertainment USA,Production Reed,Manga,50 min. per ep.,PG-13 - Teens 13 or older,6999.0,8278,2499,2,86,1441,53,69,850,31.0,64.0,142.0,274.0,259.0,176.0,68.0,29.0,29.0,9.0
1583,009-1,6.26,"Action, Mecha, Sci-Fi, Seinen",009-1,ゼロゼロナインワン,TV,12,"Oct 6, 2006 to Dec 22, 2006",Fall 2006,"Aniplex, TBS, Sony Music Entertainment","ADV Films, Funimation",Ishimori Entertainment,Manga,25 min. per ep.,R - 17+ (violence & profanity),7058.0,3947,16957,27,892,6840,761,1335,7129,172.0,228.0,731.0,1466.0,1441.0,983.0,452.0,223.0,119.0,98.0
1584,Stratos 4 Advance Kanketsu-hen,6.93,"Comedy, Military, Sci-Fi",Unknown,ストラトス・フォー アドヴァンス 完結編,OVA,2,"Sep 22, 2006 to Oct 22, 2006",Unknown,Bandai Visual,Unknown,Studio Fantasia,Original,27 min. per ep.,PG-13 - Teens 13 or older,3882.0,8244,2526,2,66,1496,57,52,855,68.0,85.0,189.0,350.0,201.0,78.0,32.0,8.0,5.0,5.0
1585,Spectral Force,3.8,"Demons, Fantasy",Unknown,スペクトラルフォース,OVA,2,"Nov 25, 1998 to Mar 25, 1999",Unknown,Idea Factory,ADV Films,Unknown,Game,24 min. per ep.,PG-13 - Teens 13 or older,11007.0,8921,1937,1,96,916,36,89,800,17.0,4.0,16.0,46.0,52.0,85.0,100.0,117.0,122.0,172.0
1586,Aoi Umi no Tristia,5.71,"Adventure, Mecha",Unknown,蒼い海のトリスティア,OVA,2,"Apr 23, 2004 to Jul 23, 2004",Unknown,Unknown,Unknown,ufotable,Visual novel,27 min. per ep.,PG - Children,9132.0,7693,3152,0,100,1901,58,97,996,35.0,37.0,91.0,300.0,347.0,347.0,166.0,84.0,33.0,21.0
1587,Tenpou Ibun: Ayakashi Ayashi,6.92,"Supernatural, Demons, Historical",Ghost Slayers Ayashi,天保異聞 妖奇士,TV,25,"Oct 7, 2006 to Mar 31, 2007",Fall 2006,"Aniplex, Mainichi Broadcasting System",Bandai Entertainment,Bones,Original,23 min. per ep.,R - 17+ (violence & profanity),3954.0,4187,14702,25,786,4902,824,967,7223,179.0,339.0,810.0,1320.0,829.0,451.0,169.0,42.0,31.0,21.0
1588,Mamoru-kun ni Megami no Shukufuku wo!,7.08,"Comedy, Romance, School",Venus to Mamoru!,護くんに女神の祝福を！,TV,24,"Oct 6, 2006 to Mar 30, 2007",Fall 2006,Unknown,Unknown,Zexcs,Light novel,22 min. per ep.,PG-13 - Teens 13 or older,3293.0,3362,23547,52,1581,12046,1368,1540,7012,626.0,940.0,2163.0,2878.0,1664.0,869.0,327.0,162.0,75.0,59.0
1589,Bartender,7.37,"Drama, Seinen, Slice of Life",Bartender,バーテンダー,TV,11,"Oct 15, 2006 to Dec 31, 2006",Fall 2006,"Pony Canyon, Fuji TV, Sony Music Entertainment, Fujipacific Music, Fuji Creative",Unknown,Palm Studio,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2025.0,1794,71697,420,3915,25464,4228,4585,33505,1852.0,3120.0,5915.0,5916.0,3170.0,1818.0,762.0,270.0,144.0,138.0
1590,Legendz: Yomigaeru Ryuuou Densetsu,7.27,"Action, Adventure, Fantasy, Comedy",Legendz:Tale of the Dragon Kings,レジェンズ 甦る竜王伝説,TV,50,"Apr 4, 2004 to Mar 27, 2005",Spring 2004,Unknown,Unknown,Gallop,Unknown,24 min. per ep.,G - All Ages,2508.0,8459,2327,40,154,958,128,206,881,115.0,100.0,181.0,205.0,107.0,74.0,26.0,12.0,11.0,10.0
1591,Kujibiki♥Unbalance,6.28,"Comedy, Romance, School",Unknown,くじびき♥アンバランス,TV,12,"Oct 7, 2006 to Dec 23, 2006",Fall 2006,"Genco, Lantis, Media Factory",Media Blasters,Ajia-Do,Other,23 min. per ep.,PG-13 - Teens 13 or older,6988.0,4524,12164,13,488,5606,606,754,4710,133.0,203.0,573.0,1170.0,1009.0,729.0,326.0,155.0,73.0,58.0
1592,Hataraki Man,7.03,"Comedy, Drama, Romance, Seinen, Slice of Life",Unknown,働きマン,TV,11,"Oct 13, 2006 to Dec 22, 2006",Fall 2006,"Kodansha, Fuji TV, Sony Music Entertainment",Maiden Japan,Gallop,Manga,21 min. per ep.,PG-13 - Teens 13 or older,3540.0,3555,21153,45,933,7807,833,1050,10530,210.0,631.0,1603.0,2137.0,1214.0,565.0,204.0,67.0,42.0,26.0
1593,Azumanga Web Daioh,6.71,"Comedy, School, Slice of Life",Azumanga Web Daioh,あずまんがWEB大王,ONA,1,"Dec 28, 2000",Unknown,Unknown,Unknown,J.C.Staff,4-koma manga,3 min.,G - All Ages,4839.0,3119,27541,27,242,21872,215,168,5044,822.0,1298.0,2402.0,4243.0,3134.0,1930.0,658.0,272.0,143.0,116.0
1594,Jigoku Shoujo Futakomori,7.93,"Mystery, Horror, Psychological, Supernatural",Hell Girl:Two Mirrors,地獄少女 二籠,TV,26,"Oct 7, 2006 to Apr 7, 2007",Fall 2006,"Aniplex, SKY Perfect Well Think",Sentai Filmworks,Studio Deen,Original,25 min. per ep.,R - 17+ (violence & profanity),645.0,1103,133270,735,6274,74920,5278,3787,43011,8249.0,11924.0,17557.0,12810.0,4965.0,1913.0,588.0,220.0,116.0,114.0
1595,Inma Daitoshi: Beast City,5.64,Hentai,Beast City,淫魔大都市 BEAST CITY,OVA,3,"May 24, 1996 to Apr 24, 1998",Unknown,"Comstock, Ltd.",Central Park Media,Unknown,Unknown,35 min. per ep.,Rx - Hentai,Unknown,8601,2203,10,163,956,118,133,833,34.0,27.0,45.0,111.0,152.0,143.0,55.0,42.0,34.0,27.0
1596,Arcade Gamer Fubuki,5.25,"Action, Comedy, Ecchi, Parody, Shounen, Sports, Super Power",Unknown,アーケードゲーマーふぶき,OVA,4,"Feb 25, 2002 to Jan 25, 2003",Unknown,"Bandai Visual, Lantis",Central Park Media,Shaft,Original,29 min. per ep.,PG-13 - Teens 13 or older,10217.0,6164,5610,7,232,2569,164,331,2314,60.0,60.0,139.0,316.0,431.0,429.0,288.0,189.0,157.0,84.0
1597,Panyo Panyo Di Gi Charat,6.69,Comedy,Unknown,ぱにょぱにょ　デ・ジ・キャラット,TV,48,"Jan 5, 2002 to Apr 3, 2003",Winter 2002,Broccoli,Unknown,Madhouse,Unknown,8 min. per ep.,G - All Ages,4926.0,6744,4494,12,217,1918,322,480,1557,103.0,103.0,240.0,447.0,313.0,214.0,85.0,33.0,23.0,23.0
1598,Casshern: Robot Hunter,6.35,"Adventure, Mecha, Sci-Fi",Casshan:Robot Hunter,新造人間キャシャーン,OVA,4,"Aug 21, 1993 to Feb 21, 1994",Unknown,"Artmic, Tokyo Kids","ADV Films, Discotek Media",Tatsunoko Production,Unknown,27 min. per ep.,PG-13 - Teens 13 or older,6644.0,5673,6994,15,188,3757,148,176,2725,93.0,161.0,376.0,784.0,710.0,398.0,194.0,75.0,32.0,21.0
1599,Eat-Man '98,6.74,"Action, Adventure, Sci-Fi, Shounen, Super Power",Unknown,イートマン `98,TV,12,"Oct 8, 1998 to Dec 23, 1998",Fall 1998,Unknown,"Bandai Entertainment, Discotek Media",Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older,4721.0,6662,4656,9,176,2533,166,210,1571,101.0,144.0,322.0,526.0,435.0,235.0,81.0,26.0,12.0,11.0
1600,Galaxy Angel Rune,6.36,"Sci-Fi, Comedy",Unknown,ギャラクシーエンジェる～ん,TV,13,"Oct 2, 2006 to Dec 25, 2006",Fall 2006,"Bandai Visual, Lantis, Broccoli, Sunny Side Up",Bandai Visual USA,Satelight,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,6605.0,6685,4644,4,157,1892,266,400,1929,71.0,97.0,195.0,353.0,293.0,196.0,129.0,48.0,43.0,32.0
1601,Red Garden,7.09,"Drama, Mystery",Red Garden,レッド ガーデン,TV,22,"Oct 4, 2006 to Mar 14, 2007",Fall 2006,"GDH, Sotsu Music Publishing","ADV Films, Funimation",Gonzo,Original,23 min. per ep.,R - 17+ (violence & profanity),3228.0,2586,38752,145,1880,10498,2024,2306,22044,547.0,1075.0,2163.0,2807.0,1636.0,861.0,459.0,201.0,93.0,81.0
1602,Soukou no Strain,7.07,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",Strain:Strategic Armored Infantry,奏光のストレイン,TV,13,"Nov 2, 2006 to Feb 15, 2007",Fall 2006,Happinet Pictures,Funimation,Studio Fantasia,Original,24 min. per ep.,R+ - Mild Nudity,3331.0,3669,19978,75,739,10637,540,659,7403,465.0,880.0,1859.0,2451.0,1416.0,724.0,284.0,113.0,32.0,34.0
1603,Super Robot Taisen OG: Divine Wars,6.84,"Action, Mecha, Sci-Fi",Super Robot Wars The Original Generation:The Divine Wars,スーパーロボット大戦OG -ディバイン・ウォーズ-,TV,25,"Oct 5, 2006 to Mar 29, 2007",Fall 2006,"GDH, Sotsu, Genco, Banpresto","Bandai Entertainment, Media Blasters, Bandai Visual USA",OLM,Game,24 min. per ep.,PG-13 - Teens 13 or older,4288.0,5725,6823,15,324,3207,348,431,2513,140.0,217.0,506.0,769.0,502.0,328.0,118.0,40.0,19.0,14.0
1604,Katekyo Hitman Reborn!,8.18,"Action, Comedy, Shounen, Super Power",Reborn!,家庭教師ヒットマンREBORN!,TV,203,"Oct 7, 2006 to Sep 25, 2010",Fall 2006,"TV Tokyo, Dentsu, Marvelous, Pony Canyon, d-rights","VIZ Media, Discotek Media",Artland,Manga,24 min. per ep.,PG-13 - Teens 13 or older,331.0,279,461380,16509,46119,232534,35958,35240,111529,44182.0,49203.0,57765.0,39725.0,16330.0,8341.0,3993.0,1751.0,1016.0,834.0
1606,Kekkaishi (TV),7.63,"Action, Adventure, Comedy, Demons, Supernatural, Shounen",Kekkaishi,結界師,TV,52,"Oct 16, 2006 to Feb 5, 2008",Fall 2006,"Yomiuri Telecasting, Tohokushinsha Film Corporation",VIZ Media,Sunrise,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1205.0,1491,92777,588,5191,53662,4953,4727,24244,3296.0,7000.0,13605.0,12397.0,4776.0,2163.0,617.0,192.0,96.0,81.0
1607,Venus Versus Virus,6.39,"Drama, Romance, Supernatural",Venus Versus Virus,ヴィーナス ヴァーサス ヴァイアラス,TV,12,"Jan 12, 2007 to Mar 30, 2007",Winter 2007,"TBS, Venus Vangard, Half H.P Studio, BS-i","ADV Films, Funimation",Studio Hibari,Manga,24 min. per ep.,PG-13 - Teens 13 or older,6446.0,3178,26518,62,1179,13122,1293,1879,9045,441.0,695.0,1450.0,2710.0,2352.0,1619.0,797.0,340.0,199.0,100.0
1608,Salaryman Kintarou,7.49,"Comedy, Drama, Martial Arts, Seinen",Unknown,サラリーマン金太郎,TV,20,"Feb 18, 2001 to Mar 18, 2001",Winter 2001,"Bandai Visual, TBS, 81 Produce, Shueisha",Unknown,JCF,Manga,25 min. per ep.,R+ - Mild Nudity,1590.0,5448,7699,31,407,3080,296,357,3559,248.0,432.0,695.0,636.0,317.0,139.0,81.0,31.0,19.0,20.0
1609,Mai-Otome Zwei,7.27,"Action, Magic",My-Otome Zwei,舞-乙HiME ZWEI,OVA,4,"Nov 24, 2006 to Aug 24, 2007",Unknown,"Bandai Visual, Lantis","Funimation, Bandai Entertainment",Sunrise,Original,30 min. per ep.,R+ - Mild Nudity,2514.0,3871,17659,28,354,13470,391,247,3197,647.0,1240.0,2523.0,2877.0,1428.0,640.0,233.0,79.0,30.0,27.0
1611,Galerians: Rion,5.49,"Adventure, Drama, Horror, Military, Mystery, Psychological, Sci-Fi, Shounen, Supernatural",Unknown,ガレリアンズ：リオン,OVA,3,"Apr 24, 2002",Unknown,Enterbrain,Unknown,Unknown,Unknown,22 min. per ep.,R - 17+ (violence & profanity),9718.0,7972,2826,5,78,1522,62,88,1076,61.0,43.0,102.0,203.0,209.0,165.0,137.0,74.0,83.0,83.0
1613,Jikuu Ihoujin Kyoko: Chocola ni Omakase!,5.5,"Fantasy, Comedy",Unknown,時空異邦人KYOKO ちょこらにおまかせ！,OVA,1,"Aug 2, 2001",Unknown,"Nihon Ad Systems, Shueisha",Unknown,"Production I.G, Production Reed",Unknown,11 min.,G - All Ages,9680.0,8342,2439,2,34,1785,19,49,552,30.0,42.0,72.0,196.0,286.0,338.0,141.0,82.0,66.0,28.0
1614,Captain Tsubasa: Road to 2002,7.4,"Action, Sports, Shounen",Captain Tsubasa,キャプテン翼 (2001),TV,52,"Oct 7, 2001 to Oct 6, 2002",Fall 2001,TV Tokyo,Unknown,"Madhouse, Group TAC",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1906.0,2508,41313,234,969,35329,770,1165,3080,2538.0,3137.0,6773.0,7803.0,3642.0,1573.0,457.0,187.0,62.0,56.0
1617,Massugu ni Ikou.,6.48,"Comedy, Josei, Romance, Slice of Life",Unknown,まっすぐにいこう。,TV,4,"Aug 18, 2003 to Aug 21, 2003",Summer 2003,Yomiuri Telecasting,Unknown,Yumeta Company,Manga,21 min. per ep.,PG - Children,5998.0,7850,2959,7,120,1071,88,91,1589,34.0,49.0,107.0,256.0,178.0,138.0,36.0,13.0,9.0,6.0
1618,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),6.6,"Action, Sci-Fi, Adventure",Unknown,それゆけ!宇宙戦艦　ヤマモト・ヨーコ,TV,26,"Apr 4, 1999 to Sep 26, 1999",Spring 1999,Kadokawa Shoten,Unknown,J.C.Staff,Novel,25 min. per ep.,PG-13 - Teens 13 or older,5359.0,6961,4162,8,214,1114,218,223,2393,42.0,49.0,157.0,270.0,199.0,113.0,43.0,21.0,13.0,8.0
